"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.meta.pvalue","asd.meta.pvalue.for.plot","bp.ptv.pvalue"
"16568","ENSG00000168477",6,32041153,32115334,"TNXB",0.86189372022604,0.633,0.956135205097354,1
"16569","ENSG00000173726",1,235109341,235128837,"TOMM20",0.878087417299642,0.665,0.956135205097354,1
"16570","ENSG00000175662",17,17843511,17972422,"TOM1L2",0.990643617982734,0.961,0.956135205097354,1
"16571","ENSG00000183864",22,41433494,41446801,"TOB2",0.705224423760115,0.39,0.956135205097354,NA
"16572","ENSG00000077097",3,25597984,25664907,"TOP2B",0.219107664460209,0.0468,0.956635131382785,0.36658
"16573","ENSG00000130204",19,44890569,44903689,"TOMM40",0.980049954572408,0.923,0.956635131382785,NA
"16574","ENSG00000154174",3,100363431,100401089,"TOMM70",0.956635131382785,1,0.956635131382785,NA
"16575","ENSG00000158882",1,161225939,161230746,"TOMM40L",0.718175854010491,0.43,0.956635131382785,0.49138
"16576","ENSG00000163781",3,133598175,133662380,"TOPBP1",0.752877904792027,0.536,0.956635131382785,0.37533
"16577","ENSG00000175768",9,37582646,37592604,"TOMM5",0.757028775812961,0.612,0.956635131382785,0.24144
"16578","ENSG00000196683",7,22812628,22822852,"TOMM7",0.834853637388804,0.582,0.956635131382785,NA
"16579","ENSG00000198900",20,41028822,41124487,"TOP1",0.491059889600181,0.18,0.956635131382785,1
"16580","ENSG00000103460",16,52436417,52547802,"TOX3",0.924524932956236,0.766,0.957106264849388,NA
"16581","ENSG00000124191",20,43914852,44069616,"TOX2",0.897474543766016,1,0.957106264849388,0.49138
"16582","ENSG00000136816",9,129803157,129811281,"TOR1B",0.314777515176212,0.0707,0.957106264849388,0.49138
"16583","ENSG00000136827",9,129812942,129824244,"TOR1A",0.861928374574543,0.631,0.957106264849388,1
"16584","ENSG00000141510",17,7661779,7687538,"TP53",0.422771726501391,0.133,0.957106264849388,NA
"16585","ENSG00000160404",9,127731524,127735313,"TOR2A",0.689572117659671,1,0.957106264849388,0.11863
"16586","ENSG00000197579",9,32540544,32552586,"TOPORS",0.427386660350083,0.122,0.957106264849388,0.54224
"16587","ENSG00000198846",8,58805412,59119147,"TOX",0.317776183982734,0.0721,0.957106264849388,0.49138
"16588","ENSG00000076554",8,80034745,80231232,"TPD52",0.530325373453694,0.209,0.957606211872458,NA
"16589","ENSG00000078804",20,34704339,34713439,"TP53INP2",0.304131229533371,0.0642,0.957606211872458,0.50013
"16590","ENSG00000078900",1,3652516,3736201,"TP73",0.844937600385441,0.598,0.957606211872458,1
"16591","ENSG00000111907",6,125119049,125264407,"TPD52L1",0.917414165041783,0.744,0.957606211872458,0.61863
"16592","ENSG00000167543",17,29566052,29573157,"TP53I13",0.641020725076153,0.328,0.957606211872458,0.49138
"16593","ENSG00000172315",20,46684365,46689444,"TP53RK",0.929376673000232,0.815,0.957606211872458,0.50067
"16594","ENSG00000175274",11,44885903,44951306,"TP53I11",0.102718453355651,0.0101,0.957606211872458,1
"16595","ENSG00000186815",12,113221050,113298585,"TPCN1",0.96790007464255,0.883,0.957606211872458,1
"16596","ENSG00000205456",16,32252719,32255922,"TP53TG3D",0.623253742258546,0.294,0.957606211872458,NA
"16597","ENSG00000101150",20,63865228,63891545,"TPD52L2",0.93009947255592,0.778,0.958106169419106,1
"16598","ENSG00000111669",12,6867119,6870948,"TPI1",0.438359745574277,0.223,0.958106169419106,0.24144
"16599","ENSG00000140416",15,63042632,63071915,"TPM1",0.927282479020194,0.771,0.958106169419106,NA
"16600","ENSG00000141933",19,507497,519654,"TPGS1",0.99630283991056,0.983,0.958106169419106,1
"16601","ENSG00000143549",1,154155304,154194648,"TPM3",0.457510514659882,0.241,0.958106169419106,0.24144
"16602","ENSG00000166340",11,6612768,6619448,"TPP1",0.937200734700385,0.836,0.958106169419106,0.49138
"16603","ENSG00000170777",9,6328375,6331891,"TPD52L3",0.799694131271165,0.55,0.958106169419106,0.50013
"16604","ENSG00000196511",7,144451941,144836395,"TPK1",0.836419013642162,0.748,0.958106169419106,0.21091
"16605","ENSG00000047410",1,186311652,186375693,"TPR",0.860516132699085,0.625,0.958606137489333,1
"16606","ENSG00000134900",13,102596986,102679958,"TPP2",0.934176926106026,0.763,0.958606137489333,0.68228
"16607","ENSG00000144034",2,73729104,73737400,"TPRKB",0.800777523166877,0.52,0.958606137489333,1
"16608","ENSG00000158109",1,3625015,3630127,"TPRG1L",0.958606137489333,1,0.958606137489333,1
"16609","ENSG00000159713",16,67389809,67393518,"TPPP3",0.819075793916744,0.587,0.958606137489333,0.49138
"16610","ENSG00000163870",3,127571232,127598267,"TPRA1",0.776135044872742,1,0.958606137489333,0.21091
"16611","ENSG00000171368",5,659862,693352,"TPPP",0.958606137489333,1,0.958606137489333,1
"16612","ENSG00000179636",14,21024109,21036276,"TPPP2",0.924611827006654,0.761,0.958606137489333,0.61863
"16613","ENSG00000259009",19,47860113,47861512,"TPRX2P",0.89968155538116,NA,0.958606137489333,0.49138
"16614","ENSG00000056558",9,120902393,120929173,"TRAF1",0.933146190836946,1,0.959134920663612,0.61863
"16615","ENSG00000102871",16,67154185,67159909,"TRADD",0.959134920663612,1,0.959134920663612,NA
"16616","ENSG00000127191",9,136881912,136926607,"TRAF2",0.50286583605622,0.185,0.959134920663612,1
"16617","ENSG00000131323",14,102777449,102911500,"TRAF3",0.700068586820096,0.377,0.959134920663612,1
"16618","ENSG00000133112",13,45333471,45341284,"TPT1",0.900466558700645,1,0.959134920663612,0.49138
"16619","ENSG00000136527",3,185914558,185938103,"TRA2B",0.249753366543509,0.0479,0.959134920663612,NA
"16620","ENSG00000170638",22,50185913,50199598,"TRABD",0.737320868010591,0.511,0.959134920663612,0.36658
"16621","ENSG00000175104",11,36483769,36510272,"TRAF6",0.847359602972742,0.599,0.959134920663612,NA
"16622","ENSG00000269113",1,47760528,47997385,"TRABD2B",0.959134920663612,NA,0.959134920663612,1
"16623","ENSG00000067167",8,70573218,70608416,"TRAM1",0.959634910090512,1,0.959634910090512,NA
"16624","ENSG00000113597",5,65625004,65666233,"TRAPPC13",0.905236601960375,0.716,0.959634910090512,1
"16625","ENSG00000160218",21,44012309,44106552,"TRAPPC10",0.0262774393192399,0.000557,0.959634910090512,0.49138
"16626","ENSG00000170043",17,7930345,7932123,"TRAPPC1",0.844179712032379,0.592,0.959634910090512,NA
"16627","ENSG00000174599",4,117083554,117085576,"TRAM1L1",0.959634910090512,1,0.959634910090512,1
"16628","ENSG00000181029",19,7680833,7687703,"TRAPPC5",0.905029793004774,0.758,0.959634910090512,0.49138
"16629","ENSG00000182400",14,39147811,39170532,"TRAPPC6B",0.90458551185273,0.757,0.959634910090512,0.49138
"16630","ENSG00000256060",19,57363551,57365405,"TRAPPC2B",0.901212231517583,NA,0.959634910090512,0.49138
"16631","ENSG00000071575",2,12716910,12742734,"TRIB2",0.949931390518623,0.827,0.960134910040989,NA
"16632","ENSG00000072657",12,72087266,72670758,"TRHDE",0.523429279982185,0.248,0.960134910040989,0.36658
"16633","ENSG00000124496",6,42224931,42452051,"TRERF1",0.38042362396496,0.105,0.960134910040989,1
"16634","ENSG00000163519",3,108822770,108855005,"TRAT1",0.659119597327663,0.466,0.960134910040989,0.24144
"16635","ENSG00000170855",12,120443964,120446384,"TRIAP1",0.960134910040989,1,0.960134910040989,1
"16636","ENSG00000170893",3,129974688,129977935,"TRH",0.498719346187282,0.144,0.960134910040989,0.6252
"16637","ENSG00000173334",8,125430358,125438403,"TRIB1",0.787232279347445,0.495,0.960134910040989,1
"16638","ENSG00000204977",13,49995888,50020481,"TRIM13",0.695199337364044,0.444,0.960134910040989,0.37533
"16639","ENSG00000213689",3,48465811,48467645,"TREX1",0.823818779857875,0.533,0.960134910040989,0.61863
"16640","ENSG00000106785",9,98069275,98119222,"TRIM14",0.811914516932933,0.478,0.96066372602407,0.68228
"16641","ENSG00000108448",17,18697998,18736118,"TRIM16L",0.823571737672731,0.553,0.96066372602407,1
"16642","ENSG00000110171",11,6448613,6474459,"TRIM3",0.961590144905305,0.86,0.96066372602407,NA
"16643","ENSG00000119401",9,116687305,116701300,"TRIM32",0.37398732844932,0.101,0.96066372602407,1
"16644","ENSG00000121060",17,56836387,56914080,"TRIM25",0.575125973999151,0.203,0.96066372602407,0.6252
"16645","ENSG00000122779",7,138460259,138589996,"TRIM24",0.8609904127668,1,0.96066372602407,0.36658
"16646","ENSG00000204616",6,30102897,30113090,"TRIM31",0.696950113653836,0.762,0.96066372602407,0.015711
"16647","ENSG00000204713",6,28903002,28923988,"TRIM27",0.920581209297792,0.792,0.96066372602407,0.49138
"16648","ENSG00000234127",6,30184455,30213427,"TRIM26",0.908880026687164,0.781,0.96066372602407,0.44535
"16649","ENSG00000119283",1,231162058,231221565,"TRIM67",0.0795419727672825,0.0119,0.961163747331221,0.21091
"16650","ENSG00000144015",2,95592001,95599778,"TRIM43",0.570728451374561,0.237,0.961163747331221,1
"16651","ENSG00000146063",5,181222499,181235808,"TRIM41",0.622521316894802,0.286,0.961163747331221,1
"16652","ENSG00000168930",11,89797655,89808575,"TRIM49",0.493955762085089,0.124,0.961163747331221,0.68228
"16653","ENSG00000183439",4,164954446,164977668,"TRIM61",0.769232334586676,0.638,0.961163747331221,0.21091
"16654","ENSG00000204449",11,90031106,90042025,"TRIM49C",0.924703215719099,0.759,0.961163747331221,1
"16655","ENSG00000213186",3,160432445,160485773,"TRIM59",0.903482452769385,0.793,0.961163747331221,0.37533
"16656","ENSG00000214891",11,49053714,49059112,"TRIM64C",0.878004707457086,0.654,0.961163747331221,1
"16657","ENSG00000071539",5,892884,919357,"TRIP13",0.901561290477485,0.743,0.961663779161949,0.50013
"16658","ENSG00000087077",7,100867387,100873454,"TRIP6",0.932743580452693,0.753,0.961663779161949,0.68228
"16659","ENSG00000121486",1,185118101,185157072,"TRMT1L",0.725478514015274,0.554,0.961663779161949,0.24144
"16660","ENSG00000125733",19,6737925,6751530,"TRIP10",0.939067823535554,0.772,0.961663779161949,0.68228
"16661","ENSG00000146054",5,181193924,181205293,"TRIM7",0.262257025038337,0.0621,0.961663779161949,0.36658
"16662","ENSG00000166166",14,103529196,103537073,"TRMT61A",0.934161473762554,0.782,0.961663779161949,1
"16663","ENSG00000171206",10,102644479,102658318,"TRIM8",0.729846741786349,0.435,0.961663779161949,0.49138
"16664","ENSG00000173113",11,64316460,64317559,"TRMT112",0.961663779161949,1,0.961663779161949,1
"16665","ENSG00000183665",8,124450820,124462150,"TRMT12",0.810590671687709,0.622,0.961663779161949,0.36658
"16666","ENSG00000069018",5,136212745,136365545,"TRPC7",0.59818105790602,0.596,0.962192627953832,0.031373
"16667","ENSG00000100991",20,35002404,35092807,"TRPC4AP",0.864769046208342,0.625,0.962192627953832,1
"16668","ENSG00000104447",8,115408496,115809673,"TRPS1",0.921461645398598,0.749,0.962192627953832,NA
"16669","ENSG00000119121",9,74722495,74888094,"TRPM6",0.749855484297883,0.435,0.962192627953832,1
"16670","ENSG00000144935",3,142724034,142807888,"TRPC1",0.899826219098136,0.738,0.962192627953832,0.50013
"16671","ENSG00000149743",11,64223799,64226254,"TRPT1",0.83945348069823,0.558,0.962192627953832,0.61863
"16672","ENSG00000163467",1,156337314,156346995,"TSACC",0.967432872866186,0.876,0.962192627953832,1
"16673","ENSG00000165699",9,132891348,132946874,"TSC1",0.887908440566479,0.715,0.962192627953832,0.49138
"16674","ENSG00000180098",1,28553085,28578545,"TRNAU1AP",0.702982696985435,0.454,0.962192627953832,0.36658
"16675","ENSG00000074319",11,18468336,18526951,"TSG101",0.962692681141233,1,0.962692681141233,1
"16676","ENSG00000103197",16,2047967,2089491,"TSC2",0.894771439419999,1,0.962692681141233,0.45356
"16677","ENSG00000134200",1,115029826,115034302,"TSHB",0.884024396810217,0.663,0.962692681141233,NA
"16678","ENSG00000135951",2,98997261,99154964,"TSGA10",0.429429564399149,0.339,0.962692681141233,0.058286
"16679","ENSG00000166925",7,100463359,100479232,"TSC22D4",0.973168974172635,0.894,0.962692681141233,1
"16680","ENSG00000170892",19,54189938,54194536,"TSEN34",0.898340573781571,0.694,0.962692681141233,1
"16681","ENSG00000196428",3,150408335,150466431,"TSC22D2",0.974662002806259,0.899,0.962692681141233,NA
"16682","ENSG00000198860",1,184051651,184123978,"TSEN15",0.962692681141233,1,0.962692681141233,1
"16683","ENSG00000106025",7,120787320,120858402,"TSPAN12",0.699649551859317,0.367,0.963192744852212,1
"16684","ENSG00000106537",7,16753755,16784536,"TSPAN13",0.963192744852212,1,0.963192744852212,NA
"16685","ENSG00000108219",10,80454166,80533124,"TSPAN14",0.46720124494645,0.315,0.963192744852212,0.11863
"16686","ENSG00000116918",1,231528541,231566524,"TSNAX",0.555750241252795,0.227,0.963192744852212,0.49138
"16687","ENSG00000121297",19,31149979,31349436,"TSHZ3",0.570655920300324,0.233,0.963192744852212,1
"16688","ENSG00000126467",19,49739753,49763306,"TSKS",0.815515140574961,0.533,0.963192744852212,1
"16689","ENSG00000157570",11,44726465,44932423,"TSPAN18",0.974534430636958,0.898,0.963192744852212,NA
"16690","ENSG00000182463",20,52972358,53495330,"TSHZ2",0.909033960424028,1,0.963192744852212,0.50013
"16691","ENSG00000211460",2,121737103,121767853,"TSN",0.349580146269749,0.0861,0.963192744852212,1
"16692","ENSG00000011105",12,3077355,3286564,"TSPAN9",0.857959712499902,0.608,0.963721626452897,1
"16693","ENSG00000127324",12,71125085,71441898,"TSPAN8",0.382455083848428,0.0972,0.963721626452897,0.50013
"16694","ENSG00000135452",12,57738013,57750219,"TSPAN31",0.933736775283913,0.777,0.963721626452897,1
"16695","ENSG00000140391",15,77041404,77083984,"TSPAN3",0.963721626452897,1,0.963721626452897,1
"16696","ENSG00000168785",4,98470367,98658611,"TSPAN5",0.844149445566417,0.582,0.963721626452897,NA
"16697","ENSG00000178021",2,54253178,54256229,"TSPYL6",0.963721626452897,1,0.963721626452897,1
"16698","ENSG00000180543",8,97273488,97277928,"TSPYL5",0.0818994734557569,0.00617,0.963721626452897,1
"16699","ENSG00000187189",6,116249964,116254075,"TSPYL4",0.458901920399834,0.147,0.963721626452897,1
"16700","ENSG00000189241",6,116267760,116279930,"TSPYL1",0.709408686606999,0.401,0.963721626452897,0.49138
"16701","ENSG00000007520",16,1349240,1351878,"TSR3",0.487973807848503,0.115,0.964250519196195,0.68775
"16702","ENSG00000032389",2,3188925,3377830,"EIPR1",0.707876728710062,0.341,0.964250519196195,0.61863
"16703","ENSG00000052841",11,43358920,43494933,"TTC17",0.905082548265838,0.651,0.964250519196195,0.72206
"16704","ENSG00000128881",15,42738730,42920809,"TTBK2",0.896347012901849,0.686,0.964250519196195,1
"16705","ENSG00000143643",1,230906243,230978875,"TTC13",0.911208101487862,0.72,0.964250519196195,1
"16706","ENSG00000146216",6,43243481,43288258,"TTBK1",0.885298189657663,0.662,0.964250519196195,1
"16707","ENSG00000162526",1,32351521,32364312,"TSSK3",0.858664431571271,0.592,0.964250519196195,0.61863
"16708","ENSG00000178093",19,19512418,19515548,"TSSK6",0.691005151110171,0.354,0.964250519196195,1
"16709","ENSG00000184281",11,2400488,2403878,"TSSC4",0.921563449604718,0.745,0.964250519196195,1
"16710","ENSG00000085831",1,51287258,51345116,"TTC39A",0.80159898460521,0.506,0.964750615096942,1
"16711","ENSG00000113638",5,40512333,40755963,"TTC33",0.802218182717967,0.507,0.964750615096942,1
"16712","ENSG00000133985",14,70641916,70675366,"TTC9",0.909047447191844,1,0.964750615096942,0.49138
"16713","ENSG00000165533",14,88824153,88881078,"TTC8",0.690560747972443,0.249,0.964750615096942,0.77082
"16714","ENSG00000165914",14,90524564,90816479,"TTC7B",0.472155701166017,0.122,0.964750615096942,0.61863
"16715","ENSG00000172425",11,118527472,118531197,"TTC36",0.834196659303361,0.6,0.964750615096942,0.49138
"16716","ENSG00000174521",19,40216058,40218399,"TTC9B",0.886336872885052,0.663,0.964750615096942,NA
"16717","ENSG00000183891",2,19896631,19901983,"TTC32",0.964750615096942,1,0.964750615096942,1
"16718","ENSG00000100271",22,43039516,43089419,"TTLL1",0.793660941448712,0.492,0.965250721521267,1
"16719","ENSG00000112742",6,80003887,80042527,"TTK",0.396880164853337,0.233,0.965250721521267,0.12534
"16720","ENSG00000124120",20,44475874,44494603,"TTPAL",0.729790258395473,0.4,0.965250721521267,1
"16721","ENSG00000136295",7,2631986,2664802,"TTYH3",0.881257007021815,0.651,0.965250721521267,NA
"16722","ENSG00000137561",8,63048553,63086053,"TTPA",0.965250721521267,1,0.965250721521267,1
"16723","ENSG00000137941",1,83865024,83999150,"TTLL7",0.387750226257501,0.103,0.965250721521267,1
"16724","ENSG00000155657",2,178525989,178830802,"TTN",0.41150760989695,0.0408,0.965250721521267,0.87143
"16725","ENSG00000167614",19,54415219,54436904,"TTYH1",0.711891252386671,0.377,0.965250721521267,1
"16726","ENSG00000175764",9,121815674,122093606,"TTLL11",0.833440602711109,0.467,0.965250721521267,0.75423
"16727","ENSG00000037042",17,42659284,42667006,"TUBG2",0.723920308280736,0.393,0.965779647073366,0.54224
"16728","ENSG00000104833",19,6494319,6502848,"TUBB4A",0.892123205242045,0.673,0.965779647073366,1
"16729","ENSG00000123416",12,49127782,49131397,"TUBA1B",0.81243651781857,0.521,0.965779647073366,NA
"16730","ENSG00000166402",11,8019244,8106243,"TUB",0.804686907709436,0.431,0.965779647073366,0.72206
"16731","ENSG00000167553",12,49188736,49274600,"TUBA1C",0.871245665806928,0.629,0.965779647073366,1
"16732","ENSG00000183785",22,18110100,18146683,"TUBA8",0.894392937814426,0.678,0.965779647073366,1
"16733","ENSG00000188229",9,137241287,137243707,"TUBB4B",0.894825896414501,0.667,0.965779647073366,0.6252
"16734","ENSG00000196230",6,30717435,30725538,"TUBB",0.253872486332219,0.0452,0.965779647073366,NA
"16735","ENSG00000261456",10,46888,74163,"TUBB8",0.834738956575765,NA,0.965779647073366,0.28096
"16736","ENSG00000112041",6,35497874,35512896,"TULP1",0.807271572689914,0.511,0.966308583768077,1
"16737","ENSG00000122691",7,19020991,19117636,"TWIST1",0.939037262899484,0.786,0.966308583768077,NA
"16738","ENSG00000130338",6,158232236,158511828,"TULP4",0.693374942162052,0.43,0.966308583768077,0.36658
"16739","ENSG00000143367",1,151540305,151583583,"TUFT1",0.966308583768077,1,0.966308583768077,1
"16740","ENSG00000171928",17,18781111,18806714,"TVP23B",0.810905926740179,0.517,0.966308583768077,1
"16741","ENSG00000178952",16,28842411,28846348,"TUFM",0.92249055037843,0.783,0.966308583768077,0.50013
"16742","ENSG00000184811",17,1279662,1300978,"TRARG1",0.718196122127618,1,0.966308583768077,0.11863
"16743","ENSG00000247596",3,52228612,52246788,"TWF2",0.936878421359488,0.822,0.966308583768077,0.49138
"16744","ENSG00000259024",17,15436021,15563561,"TVP23C-CDRT4",0.966308583768077,NA,0.966308583768077,NA
"16745","ENSG00000100348",22,36467046,36481640,"TXN2",0.78293214455309,0.471,0.9668375316054,NA
"16746","ENSG00000105849",7,19695461,19709037,"POLR1F",0.878902681951059,0.642,0.9668375316054,1
"16747","ENSG00000113621",5,134874371,134901635,"TXNDC15",0.941894090679605,1,0.9668375316054,0.61863
